PLAYER,TEAM,CLAUSE,EXPIRY,AGE,POS,Handed,,GP,G,A,P,+/-,TOI,W,L,SO,GAA,Sv%,,SALARY,CAP HIT ▾
835. Samuel Montembeault,,,RFA,21,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$725,833"
836. Filip Hronek,,,RFA,20,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$725,833"
837. Givani Smith,,,RFA,20,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$725,833"
838. Beau Bennett,,,RFA,26,"RW, LW",Right,,65,8,11,19,-3,13:33,-,-,-,-,-,,"$725,000","$725,000"
839. Tyler Pitlick,,,UFA,26,RW,Right,,31,8,3,11,0,09:55,-,-,-,-,-,,"$725,000","$725,000"
840. Iiro Pakarinen,,,RFA,26,RW,Right,,14,2,2,4,2,08:55,-,-,-,-,-,,"$725,000","$725,000"
841. Andrew Bodnarchuk,,,UFA,29,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$725,000"
842. Stephen Johns,,,RFA,25,D,Right,,61,4,6,10,-10,18:15,-,-,-,-,-,,"$650,000","$725,000"
843. Keith Kinkaid,,,UFA,28,G,Left,,26,-,-,-,-,-,8,13,1,2.64,.916,,"$750,000","$725,000"
844. Daniel Carr,,,RFA,26,LW,Left,,33,2,7,9,4,10:15,-,-,-,-,-,,"$725,000","$725,000"
845. Brian Ferlin,,,UFA,25,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$725,000","$725,000"
846. Christian Folin,,,UFA,27,D,Right,,51,2,6,8,10,14:56,-,-,-,-,-,,"$850,000","$725,000"
847. Dante Salituro,,,RFA,21,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$725,000"
848. Kole Sherwood,,,RFA,21,C,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$721,667"
849. Connor Hobbs,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$721,667"
850. Ethan Bear,,,RFA,20,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$721,667"
851. Chase De Leo,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$712,500","$720,833"
852. Thomas Vannelli,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$717,500","$720,000"
853. Jonas Siegenthaler,,,RFA,20,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$720,000"
854. Nicholas Baptiste,,,RFA,22,RW,Right,,14,3,1,4,1,09:14,-,-,-,-,-,,"$740,000","$718,333"
855. Vinnie Hinostroza,,,RFA,24,C,Right,,49,6,8,14,-1,11:58,-,-,-,-,-,,"$667,500","$717,500"
856. Markus Hännikäinen,,,RFA,25,LW,Left,,10,1,1,2,0,09:07,-,-,-,-,-,,"$742,500","$717,500"
857. Kevin Labanc,,,RFA,22,RW,Right,,55,8,12,20,9,13:40,-,-,-,-,-,,"$667,500","$717,500"
858. Alex Schoenborn,,,RFA,22,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
859. Michael Amadio,,,RFA,21,"C, RW",Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
860. Eric Cornel,,,RFA,21,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
861. Tom Parisi,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
862. Nick Seeler,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$717,500"
863. Kyle Wood,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
864. Robin Norell,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
865. Adam Gilmour,,,RFA,24,"C, RW",Right,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$717,500"
866. Juho Lammikko,,,RFA,22,"LW, RW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
867. Luke Johnson,,,RFA,23,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
868. Justin Kirkland,,,RFA,21,"LW, RW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
869. Anthony Cirelli,,,RFA,20,C,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
870. Anton Lindholm,,,RFA,23,D,Left,,12,0,0,0,-8,14:45,-,-,-,-,-,,"$667,500","$717,500"
871. Dennis Yan,,,RFA,20,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
872. Deven Sideroff,,,RFA,20,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
873. Colton White,,,RFA,20,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
874. Blake Speers,,,RFA,21,C,Right,,3,0,0,0,0,09:29,-,-,-,-,-,,$0,"$717,500"
875. Samuel Girard,,,RFA,19,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
876. Graham Knott,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
877. Frédéric Allard,,,RFA,20,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
878. Thomas Schemitsch,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$717,500"
879. Mitch Vande Sompel,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
880. Brandon Gignac,,,RFA,20,C,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$717,500"
881. Xavier Ouellet,,,RFA,24,D,Left,,66,3,9,12,2,17:58,-,-,-,-,-,,"$715,000","$715,000"
882. Reid Boucher,,,RFA,24,LW,Left,,39,6,4,10,-6,08:42,-,-,-,-,-,,"$715,000","$715,000"
883. Gregory Chase,,,RFA,23,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$715,000"
884. Zachary Fucale,,,RFA,22,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$700,000","$714,167"
885. Vitek Vanecek,,,RFA,22,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$692,500","$714,167"
886. Julius Bergman,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$714,167"
887. Nelson Nogier,,,RFA,21,D,Right,,10,0,0,0,-1,11:42,-,-,-,-,-,,"$650,000","$713,333"
888. Gustav Bouramman,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$713,333"
889. Pierre-Édouard Bellemare,,,UFA,33,"LW, C",Left,,82,4,4,8,-1,12:58,-,-,-,-,-,,"$725,000","$712,500"
890. Chris VandeVelde,,,UFA,31,"C, LW",Left,,81,6,9,15,-5,11:33,-,-,-,-,-,,"$725,000","$712,500"
891. Chris Tierney,,,RFA,23,C,Left,,80,11,12,23,0,14:36,-,-,-,-,-,,"$700,000","$711,667"
892. Christian Djoos,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$830,000","$711,667"
893. Brett Pollock,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$711,667"
894. Pheonix Copley,,,UFA,26,G,Left,,1,-,-,-,-,-,0,1,0,5.08,.828,,"$708,750","$708,750"
895. Erik Cernak,,,RFA,20,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$708,333"
896. Keegan Kolesar,,,RFA,20,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$708,333"
897. Spencer Watson,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$705,833"
898. Valentin Zykov,,,RFA,22,LW,Right,,2,1,0,1,1,06:15,-,-,-,-,-,,"$727,500","$705,000"
899. Travis Boyd,,,RFA,24,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$705,000"
900. Adam Helewka,,,RFA,22,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$705,000"
901. Teddy Blueger,,,RFA,23,"C, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$705,000"
902. Andrew Mangiapane,,,RFA,21,"LW, C",Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$705,000"
903. Adam Carlson,,,RFA,24,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$705,000"
904. Kyle Schempp,,,RFA,24,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$705,000"
905. Sean Maguire,,,RFA,26,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$705,000"
906. Caleb Jones,,,RFA,20,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$705,000"
907. Nicolas Roy,,,RFA,21,C,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$705,000"
908. Lukas Bengtsson,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$705,000"
909. Madison Bowey,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$703,333"
910. Rourke Chartier,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$703,333"
911. Brendan Guhle,,,RFA,20,D,Left,,3,0,0,0,1,16:21,-,-,-,-,-,,$0,"$703,333"
912. Guillaume Brisebois,,,RFA,20,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$703,333"
913. Mackenzie Blackwood,,,RFA,21,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$703,333"
914. Francis Perron,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$703,333"
915. Chris Martenet,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$703,333"
916. Oskar Sundqvist,,,RFA,24,C,Right,,10,0,0,0,-4,09:10,-,-,-,-,-,,"$792,500","$700,833"
917. Korbinian Holzer,,,UFA,30,D,Right,,32,2,5,7,0,13:30,-,-,-,-,-,,"$700,000","$700,000"
918. Luke Gazdic,,,UFA,28,LW,Left,,11,0,0,0,-2,07:07,-,-,-,-,-,,"$700,000","$700,000"
919. Fredrik Claesson,,,RFA,25,D,Left,,33,3,8,11,5,13:08,-,-,-,-,-,,"$700,000","$700,000"
920. Greg McKegg,,,RFA,25,C,Left,,46,3,4,7,-3,10:12,-,-,-,-,-,,"$700,000","$700,000"
921. Michael Leighton,,,UFA,36,G,Left,,4,-,-,-,-,-,2,2,0,3.43,.870,,"$700,000","$700,000"
922. Magnus Pääjärvi,,,UFA,26,LW,Left,,32,8,5,13,9,12:09,-,-,-,-,-,,"$700,000","$700,000"
923. Jarred Tinordi,,,UFA,26,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
924. Philip Varone,,,UFA,27,C,Left,,7,0,0,0,-3,07:58,-,-,-,-,-,,"$700,000","$700,000"
925. Landon Ferraro,,,UFA,26,"C, RW",Right,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
926. Cal O'Reilly,,,UFA,31,C,Left,,11,0,1,1,-6,07:55,-,-,-,-,-,,"$700,000","$700,000"
927. Andrey Pedan,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$700,000"
928. Michal Kempný,,,UFA,27,D,Left,,0,0,0,0,0,00:00,-,-,-,-,-,,"$700,000","$700,000"
929. Conner Bleackley,,,RFA,22,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$700,000"
930. Blake Siebenaler,,,RFA,22,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$695,000"
931. Jack Dougherty,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$695,000"
932. Clark Bishop,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$695,000"
933. Vaclav Karabacek,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$640,556","$695,000"
934. Josh Wesley,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$695,000"
935. Jan Kostalek,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$685,000","$693,333"
936. Tobias Lindberg,,,RFA,22,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$685,000","$693,333"
937. Viktor Lööv,,,UFA,25,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$742,500","$692,500"
938. Riley Barber,,,RFA,24,RW,Right,,3,0,0,0,0,08:34,-,-,-,-,-,,"$667,500","$692,500"
939. Grayson Downing,,,UFA,25,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$692,500"
940. Dylan Labbé,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
941. Nick Moutrey,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
942. Ryan Kujawinski,,,RFA,23,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
943. Juuse Saros,,,RFA,22,G,Left,,21,-,-,-,-,-,10,8,1,2.35,.923,,"$667,500","$692,500"
944. Hunter Smith,,,RFA,22,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
945. Dominik Simon,,,RFA,23,C,Left,,2,0,1,1,-1,13:02,-,-,-,-,-,,"$667,500","$692,500"
946. Michael Bunting,,,RFA,22,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
947. Daniel Sprong,,,RFA,21,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$692,500"
948. Jacob Moverare,,,RFA,19,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$691,667"
949. Garnet Hathaway,,,RFA,26,RW,Right,,26,1,4,5,0,09:08,-,-,-,-,-,,"$722,500","$690,000"
950. Ben Thomas,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$638,888","$690,000"
951. Jonne Tammela,,,RFA,20,"RW, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$690,000"
952. Denis Malgin,,,RFA,21,C,Right,,47,6,4,10,-5,11:14,-,-,-,-,-,,"$640,000","$690,000"
953. William Carrier,,,RFA,23,LW,Left,,41,5,3,8,-1,09:00,-,-,-,-,-,,"$650,000","$689,167"
954. Steve Michalek,,,RFA,24,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$725,000","$687,500"
955. Connor Brown,,,RFA,24,RW,Right,,82,20,16,36,3,16:12,-,-,-,-,-,,"$650,000","$686,667"
956. Brayden Point,,,RFA,22,"C, RW",Right,,68,18,22,40,4,17:07,-,-,-,-,-,,"$667,500","$686,667"
957. Dominic Turgeon,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$686,667"
958. Axel Holmström,,,RFA,21,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$686,667"
959. Vili Saarijärvi,,,RFA,20,D,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$686,667"
960. Luke Opilka,,,RFA,21,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,$0,"$686,667"
961. Andrew Nielsen,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$686,667"
962. Chase Lang,,,RFA,21,"RW, C",Right,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$686,667"
963. Steven Hodges,,,UFA,23,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$710,000","$685,000"
964. Brycen Martin,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$685,000"
965. Alexandre Fortin,,,RFA,21,"C, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$685,000"
966. Ben Betker,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$675,000","$683,333"
967. Lucas Wallmark,,,RFA,22,C,Left,,8,0,2,2,1,10:52,-,-,-,-,-,,"$675,000","$683,333"
968. Sergei Boikov,,,RFA,22,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$681,667"
969. Nicolas Aubé-Kubel,,,RFA,21,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$680,833"
970. Joakim Ryan,,,RFA,24,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$680,000"
971. MacKenzie Weegar,,,RFA,24,D,Right,,3,0,0,0,0,17:26,-,-,-,-,-,,"$705,000","$680,000"
972. Danick Martel,,,RFA,23,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$680,000"
973. Cole Bardreau,,,RFA,24,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$692,500","$680,000"
974. Joseph Labate,,,UFA,24,LW,Left,,13,0,0,0,-2,06:45,-,-,-,-,-,,"$680,000","$680,000"
975. Blake Coleman,,,RFA,26,LW,Left,,23,1,1,2,-7,12:50,-,-,-,-,-,,"$692,500","$680,000"
976. Robbie Russo,,,RFA,25,D,Right,,19,0,0,0,2,16:04,-,-,-,-,-,,"$692,500","$680,000"
977. Dmytro Timashov,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$680,000"
978. Conor Garland,,,RFA,22,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$680,000"
979. Julien Nantel,,,RFA,21,"C, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$680,000"
980. Reece Wilcox,,,RFA,24,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$642,500","$680,000"
981. Ondrej Vala,,,RFA,19,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$680,000"
982. Josh Anderson,,,RFA,23,RW,Right,,78,17,12,29,12,12:01,-,-,-,-,-,,"$700,000","$678,333"
983. Pavel Jenys,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$678,333"
984. Dysin Mayo,,,RFA,21,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$678,333"
985. Tyrell Goulbourne,,,RFA,24,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$652,500","$677,500"
986. Justin Selman,,,RFA,24,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$677,500"
987. Ben Smith,,,UFA,29,"RW, C",Right,,40,2,2,4,-7,10:46,-,-,-,-,-,,"$675,000","$675,000"
988. Anthony Peluso,,,UFA,28,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$675,000"
989. Curtis McKenzie,,,UFA,27,LW,Left,,53,6,10,16,5,10:51,-,-,-,-,-,,"$700,000","$675,000"
990. Jean-François Bérubé,,,UFA,26,G,Left,,14,-,-,-,-,-,3,2,0,3.42,.889,,"$675,000","$675,000"
991. Matt Tennyson,,,UFA,27,D,Right,,45,0,6,6,-13,13:17,-,-,-,-,-,,"$675,000","$675,000"
992. Trevor Carrick,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$700,000","$675,000"
993. Jeremy Smith,,,UFA,28,G,Left,,10,-,-,-,-,-,1,6,0,3.54,.888,,"$675,000","$675,000"
994. Mason Geertsen,,,RFA,22,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$675,000"
995. Ashton Sautner,,,RFA,23,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$665,000","$675,000"
996. Radel Fazleev,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$652,500","$675,000"
997. Jamie Phillips,,,RFA,25,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$637,500","$675,000"
998. Michael Carcone,,,RFA,21,"LW, C",Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$675,000"
999. Samuel Blais,,,RFA,21,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$647,500","$673,333"
1000. Brandon Baddock,,,RFA,23,"LW, C",Left,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$673,333"
1001. Ondrej Kase,,,RFA,22,RW,Right,,53,5,10,15,-1,11:47,-,-,-,-,-,,"$645,000","$670,000"
1002. Nicholas Paul,,,RFA,23,LW,Left,,1,0,0,0,-2,16:29,-,-,-,-,-,,"$692,500","$670,000"
1003. Justin Bailey,,,RFA,22,RW,Right,,32,2,2,4,0,10:37,-,-,-,-,-,,"$692,500","$670,000"
1004. Austin Carroll,,,RFA,24,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$645,000","$670,000"
1005. James Lodge,,,RFA,23,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$668,333"
1006. Daniel Audette,,,RFA,21,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$640,000","$668,333"
1007. Alexandre Carrier,,,RFA,21,D,Right,,2,0,0,0,1,10:23,-,-,-,-,-,,$0,"$668,333"
1008. Anthony Richard,,,RFA,21,C,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$668,333"
1009. Connor Hellebuyck,,,RFA,24,G,Left,,56,-,-,-,-,-,26,19,4,2.89,.907,,"$692,500","$667,500"
1010. Tanner Kero,,,RFA,25,C,Left,,47,6,10,16,15,13:29,-,-,-,-,-,,"$667,500","$667,500"
1011. Erik Gustafsson,,,UFA,26,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$667,500","$667,500"
1012. Conor Sheary,,,UFA,25,"LW, RW",Left,,61,23,30,53,24,15:56,-,-,-,-,-,,"$667,500","$667,500"
1013. Kevin Gravel,,,UFA,26,D,Left,,49,1,6,7,3,14:09,-,-,-,-,-,,"$667,500","$667,500"
1014. Ross Johnston,,,RFA,24,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$670,000","$666,667"
1015. Kurtis Gabriel,,,UFA,24,RW,Right,,13,0,1,1,0,05:49,-,-,-,-,-,,"$725,000","$666,667"
1016. Tyler Lewington,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$638,000","$665,000"
1017. Mackenzie Skapski,,,UFA,23,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$705,000","$663,333"
1018. Tim McGauley,,,RFA,22,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$663,333"
1019. Colby Sissons,,,RFA,20,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$663,333"
1020. Blake Pietila,,,RFA,25,LW,Left,,10,0,1,1,-5,13:02,-,-,-,-,-,,"$675,000","$662,500"
1021. Philippe Desrosiers,,,RFA,22,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$667,500","$661,667"
1022. Tyler Bertuzzi,,,RFA,23,LW,Left,,7,0,0,0,-1,09:06,-,-,-,-,-,,"$667,500","$661,667"
1023. Christopher Gibson,,,UFA,25,G,Left,,0,-,-,-,-,-,0,0,0,0.00,.000,,"$660,000","$660,000"
1024. Logan Shaw,,,RFA,25,"C, RW",Right,,55,3,7,10,3,09:42,-,-,-,-,-,,"$660,000","$660,000"
1025. Zach Palmquist,,,UFA,27,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$660,000"
1026. Lane Pederson,,,RFA,20,C,Right,,0,0,0,0,0,,-,-,-,-,-,,$0,"$660,000"
1027. Josh Archibald,,,RFA,25,RW,Right,,10,3,0,3,3,10:51,-,-,-,-,-,,"$667,500","$659,167"
1028. Joshua Brown,,,RFA,24,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$635,000","$658,333"
1029. Brett Kulak,,,RFA,24,D,Left,,21,0,3,3,-3,14:14,-,-,-,-,-,,"$680,000","$656,667"
1030. Ryan Graves,,,RFA,22,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$660,000","$656,667"
1031. Cavan Fitzgerald,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$620,000","$656,667"
1032. Oliver Bjorkstrand,,,RFA,22,RW,Right,,26,6,7,13,4,14:05,-,-,-,-,-,,"$600,000","$655,833"
1033. Antoine Bibeau,,,RFA,23,G,Left,,2,-,-,-,-,-,1,1,0,1.98,.927,,"$680,000","$655,000"
1034. Colby Cave,,,RFA,23,C,Left,,0,0,0,0,0,,-,-,-,-,-,,"$655,000","$655,000"
1035. MacKenze Stewart,,,RFA,22,"D, LW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$630,000","$655,000"
1036. Macoy Erkamps,,,RFA,23,D,Right,,0,0,0,0,0,,-,-,-,-,-,,"$605,000","$655,000"
1037. Jalen Smereck,,,RFA,21,D,Left,,0,0,0,0,0,,-,-,-,-,-,,$0,"$655,000"
1038. Brendan Leipsic,,,RFA,23,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$625,000","$653,333"
1039. Brett Lernout,,,RFA,22,D,Right,,2,0,0,0,-1,18:59,-,-,-,-,-,,"$660,000","$653,333"
1040. Ben Harpur,,,RFA,23,D,Left,,6,0,0,0,-1,17:48,-,-,-,-,-,,"$655,000","$653,333"
1041. Justin Falk,,,UFA,29,D,Left,,52,0,8,8,-3,13:41,-,-,-,-,-,,"$650,000","$650,000"
1042. JC Lipon,,,RFA,24,RW,Right,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1043. Andrew Miller,,,UFA,29,C,Right,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1044. Derek Grant,,,UFA,27,C,Left,,46,0,4,4,-5,09:55,-,-,-,-,-,,"$650,000","$650,000"
1045. Max McCormick,,,UFA,25,LW,Left,,7,0,0,0,-3,06:45,-,-,-,-,-,,"$650,000","$650,000"
1046. Oscar Lindberg,,,UFA,26,"LW, C",Left,,65,8,12,20,2,10:49,-,-,-,-,-,,"$700,000","$650,000"
1047. Jamie McBain,,,UFA,30,D,Right,,3,0,0,0,-1,16:40,-,-,-,-,-,,"$650,000","$650,000"
1048. Derek Forbort,,,UFA,26,D,Left,,82,2,16,18,8,20:06,-,-,-,-,-,,"$650,000","$650,000"
1049. Jordan Weal,,,UFA,25,LW,Right,,23,8,4,12,5,14:18,-,-,-,-,-,,"$650,000","$650,000"
1050. Anton Forsberg,,,RFA,25,G,Left,,1,-,-,-,-,-,0,1,0,4.07,.852,,"$650,000","$650,000"
1051. Connor Brickley,,,UFA,26,"C, LW, RW",Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1052. Ty Rattie,,,UFA,25,RW,Right,,9,0,2,2,-2,13:27,-,-,-,-,-,,"$650,000","$650,000"
1053. Sam Gagner,,,UFA,28,"C, RW",Right,,81,18,32,50,10,13:42,-,-,-,-,-,,"$650,000","$650,000"
1054. Brandon Gormley,,,UFA,26,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1055. Alex Stalock,,,UFA,30,G,Left,,2,-,-,-,-,-,1,1,0,1.51,.944,,"$650,000","$650,000"
1056. Jordan Schroeder,,,UFA,27,"C, RW",Right,,37,6,7,13,5,09:46,-,-,-,-,-,,"$650,000","$650,000"
1057. Dylan DeMelo,,,RFA,24,D,Right,,25,1,7,8,2,15:53,-,-,-,-,-,,"$600,000","$650,000"
1058. Sven Andrighetto,,,RFA,25,"RW, LW",Left,,46,7,16,23,1,17:29,-,-,-,-,-,,"$650,000","$650,000"
1059. Eric Tangradi,,,UFA,29,LW,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
1060. Patrick Brown,,,UFA,25,"C, RW",Right,,14,0,0,0,-6,09:42,-,-,-,-,-,,"$650,000","$650,000"
1061. Dennis Robertson,,,UFA,26,D,Left,,0,0,0,0,0,,-,-,-,-,-,,"$650,000","$650,000"
